epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_precision,val_recall
0,1.8671962127685546,20.026666665903726,1.707271556854248,20.0,0.06666666666666667,0.04,0.2
1,1.7540555333455403,22.560000002034506,1.6129236597061156,22.16,0.11606231031136657,0.33046678140136077,0.22160000000000002
2,1.703294859568278,25.920000003051758,1.6100478155136109,30.400000085449218,0.1751304049344761,0.19080234977809699,0.304
3,1.6847466153462727,26.799999997965493,1.5147307332992554,30.56000001220703,0.27706649097548064,0.42246057163053957,0.3056
4,1.629906324450175,28.56000002034505,1.4986396589279174,36.63999998779297,0.29589605288387233,0.3839727193464638,0.3664
5,1.593559020805359,31.573333340454102,1.424061810874939,37.60000006103515,0.301553030902569,0.4654799402210134,0.376
6,1.584953802871704,32.4266666595459,1.404908857536316,41.919999963378906,0.3903664101950975,0.4774632815506288,0.4192
7,1.5349222860336305,35.06666666971842,1.57265259475708,44.32000000610351,0.4305630614962884,0.48412258851071927,0.4431999999999999
8,1.4962061431884766,38.2133333404541,1.4841829820632935,31.759999990844726,0.28820367445723477,0.49488588399878725,0.3176
9,1.4456337087631226,41.013333330281576,1.214508514213562,52.79999997558594,0.5166788050629048,0.5316485511104801,0.5279999999999999
10,1.3971546058654785,44.266666670735674,1.100383999824524,59.27999993896484,0.576253588418879,0.5977441191766207,0.5927999999999999
11,1.353619602648417,47.439999996948245,1.13651065158844,53.36000002441406,0.5138696629007332,0.6173415892672859,0.5336
12,1.3423756004969278,47.81333333028157,1.2355981056213379,47.91999999389648,0.44832635433068224,0.5540081063468599,0.47919999999999996
13,1.3206946616490682,49.60000002034505,0.9950575353622436,61.99999993896484,0.6227947204858924,0.6412303766510902,0.62
14,1.299991227022807,50.506666680908204,1.0421653438568115,56.16,0.5673788171637774,0.6556738381997195,0.5616
15,1.2752003946304322,52.02666667480469,1.0937459797382354,57.519999951171876,0.5499127985897296,0.625107230061191,0.5751999999999999
16,1.2486546943664552,54.39999998982747,0.9749271900177002,60.72000001220703,0.599854497618564,0.6870358767877278,0.6072
17,1.2392545085906983,55.2,1.1381158949375152,58.079999926757814,0.5833177196459498,0.65040110955268,0.5808
18,1.2201740275700887,55.49333334757487,1.0722692722320557,56.239999957275394,0.5564044545092683,0.6737085204317325,0.5624
19,1.1932769646326702,58.21333333333333,0.8308610877037048,68.79999991455078,0.6895786660223624,0.7194073915589444,0.6880000000000001
20,1.170552801068624,59.760000014241534,0.9181919076919556,66.71999991455078,0.6649692237975373,0.6994732041649598,0.6672
21,1.1454352471669516,61.36000000813802,0.7440859264373779,75.19999998779296,0.754780452896926,0.7749733883047802,0.7520000000000001
22,1.1215360462188722,62.05333333740234,1.11543738591671,56.63999997558594,0.5523427745541923,0.7152638912351422,0.5664
23,1.1151222766240438,62.746666674804686,1.0653391483306884,59.119999990844725,0.5620428717769982,0.7010142230241418,0.5912
24,1.12372409063975,61.83999998779297,0.6931177044391632,76.00000008544922,0.7587273687867366,0.7705103995608539,0.76
25,1.0996241658528645,62.40000001831055,0.6532505435943603,77.59999992675782,0.7743603389853948,0.7995768209149748,0.776
26,1.0691602413813273,64.39999998372396,0.7361134324550629,74.39999995117188,0.7422733746887928,0.7670949556949678,0.744
27,1.0477514453570047,66.47999998779297,0.6939715423583984,75.20000010986328,0.74083572784305,0.7758760513970265,0.752
28,1.0305020464579264,66.85333336995443,0.5749162397384644,81.36000010986328,0.8123949682639304,0.8255719482720407,0.8136000000000001
29,0.9998478742599487,68.93333334554036,0.8853961328387261,66.71999997558594,0.6592349440789748,0.7571423204557746,0.6672
30,1.0213271046320598,67.94666667480469,0.5985699104785919,78.88000008544923,0.7841271487041686,0.8015164550628755,0.7888
31,1.0107043584187825,68.69333332722982,0.6931311925411224,74.32000010986329,0.7357417290205044,0.7714577337449,0.7432
32,1.0100255171457926,68.29333331705729,0.5739479607105256,80.72000010986328,0.8090245771692837,0.8310212719316377,0.8072000000000001
33,1.003823617998759,69.0400000366211,0.6561240479946137,75.75999997558594,0.7510038485653707,0.784948286565064,0.7575999999999999
34,0.9928938213348388,69.89333335164388,0.6019241194725037,79.6800000366211,0.7936967940366513,0.8187982300571516,0.7968
35,0.9676954742749532,70.58666665852864,0.5690709411144257,80.31999997558594,0.7959190821829453,0.8132243835299537,0.8032
36,0.9875429907480876,70.56000001627604,0.6695504867792129,76.23999995117188,0.7556863937532208,0.8111087243490072,0.7624
37,0.9447620201746623,72.37333337402343,0.6771701878547668,75.44000006103515,0.7601080945814488,0.8135717394331868,0.7544
38,0.9503683128992716,72.13333331705729,0.6417797447681427,77.12000006103516,0.7588819072138288,0.8018760515600306,0.7712
39,0.9231812943140666,73.57333331705729,0.498639985370636,83.91999998779296,0.8407270039686638,0.8493950113913383,0.8392
40,0.9164541332880656,74.48000003662109,0.549137558722496,81.11999997558594,0.8071991728603477,0.8342433950785317,0.8112
41,0.9295179731369019,73.09333332519532,0.4477143129825592,87.20000010986328,0.8723121729752474,0.873686970818061,0.8720000000000001
42,0.9193347236951193,74.21333337402343,0.4386871966838837,87.12000010986328,0.8713103045292716,0.8781785238806152,0.8712
43,0.9104097020467122,74.85333336995443,0.4551482928752899,84.48000010986328,0.8412800930905272,0.8553508289175065,0.8448
44,0.9144240125020345,73.7600000366211,0.5048701050281524,83.19999992675781,0.8297266911463421,0.8426892603445484,0.8320000000000001
45,0.9081911268870035,74.48000003662109,0.5015681218624115,83.11999995117188,0.8311198460124922,0.8469916721058315,0.8311999999999999
